Date,Baton,Gun,Hands,K9,OC,Taser,Sage,Misc,Nature of Case,Violation Charged #1,#2,#3,#4,#5,SNspect INjNred,Officer Injured,Proper Procedure,,,,,,,,,,,,,,,,,,,,,,,,,
7/14/08,N,N,Y,N,N,Y,N,N,647(f),148(a)(l) 647(f),,,,,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,,
7/18/08,N,N,Y,N,N,N,N,N,41S,647(f) 148(aXl),,,,,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,,
7/21/08,N,N,N,N,N,Y,N,N,647(f),647(f) 148(a)(l),,,,,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,,
7/22/08,Y,N,Y,N,N,Y,N,N,22350,2800.2 3056,,11377(a),12020(a),,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,,
7/23/08,N,N,Y,N,N,N,N,N,415,148(a)(l) 148.9,,,,N,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,
7/25/08,N,N,Y,N,N,N,N,Y,Suspperson,148(a)(l),3056,,,,Y,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
7/25/08,N,N,Y,N,N,N,N,N,647(f),11350(a),647(f),148(a)(l),,,Y,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
7/28/08,N,N,Y,N,N,Y,N,Y,415,148(a)(l),243(b),,,,Y,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
7/30/08,N,N,Y,N,N,N,N,Y,5150,148(a)(l),,,,,N,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
7/31/08,N,N,Y,N,N,N,N,N,459,459,11364,148(a}(l},,,Y,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
8/2/08,N,N,Y,N,N,Y,N,N,415,148(a)(l),,,,,Y,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
8/3/08,Y,N,N,N,N,Y,N,N,415,12020(a),148(a)(I),,,,Y,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
8/4/08,N,N,Y,N,N,N,N,N,415(3),415(3),148(a)(l),,,,N,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
8/5/08,N,N,Y,N,N,N,N,N,Susp person,,,,,,Y,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
8/9/08,N,N,Y,N,N,N,N,N,243(b),243(b),148(a}(I},,,,N,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
8/11/08,N,N,Y,N,N,N,N,N,647.6,647.6,148(a)(l),242,,,N,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
8/13/08,N,N,Y,N,N,N,N,Y,243(b),243(b),,,,,N,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
8/13/08,N,N,N,N,N,Y,N,N,273.S(a),273.5(a),,,,,Y,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
8/17/08,Y,N,N,N,N,Y,N,N,415,647(f),148(a)(l),1203.2(a),,,Y,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
8/17/08,N,N,Y,N,N,N,N,Y,415,69,594(b)(l),148(a)(I),243(b),,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,
8/21/08,N,N,N,N,N,Y,N,N,415. ],602.l(a),,,,,Y,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
8/22/08,N,N,N,N,N,Y,N,N,415,148(a)(l),,,,,Y,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
8/23/08,N,N,N,N,N,Y,N,Y,243(e)(l),243(e)(l),148(a)(l),647(f),,,Y,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
8/25/08,N,N,Y,N,N,N,N,N,5150,5150,,,,,N,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
8/26/08,N,N,Y,N,N,Y,N,N,415(3),415(3),415(1),148(a)(I),,,N,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
8/28/08,N,N,Y,N,N,N,N,N,Srch warrant,11359,182(a)(l),,,,N,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
8/29/08,N,N,Y,N,N,N,N,N,647(f),647(f),148(a)(l),,,,Y,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
8/29/08,N,N,Y,N,N,N,N,N,Srch warrant,,148(a)(l),,,,N,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
8/30/08,N,N,Y,N,N,N,N,Y,273.5,,273.5,,,,N,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
8/30/08,N,N,Y,N,N,N,N,N,647(t),,647(t),148(a)(l),,,N,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
8/30/08,N,N,Y,N,N,N,N,N,415,,148(a)(l),32,,,N,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
9/1/08,N,N,Y,N,N,N,N,N,Susp person,,148(a)(l),,,,Y,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
9/2/08,N,N,Y,N,N,N,N,N,243(e)(l),,243(e)(l),,,,N,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
9/6/08,N,N,Y,N,N,Y,N,Y,243(b),,243(b),647(t),148(a)(l),,Y,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
9/8/08,N,N,Y,N,N,N,N,N,22350,,14601(a),23152(a)(b),11359,,N,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
9/10/08,N,N,Y,N,N,N,N,N,27315,,148(a)(l),,,,N,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
9/10/08,N,N,N,N,N,Y,N, RO violation,,148(a)(l),,,,,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
9/11/08,N,N,Y,N,N,N,N, RO violation,,273.5(a),273.6(a),1203.2,148(a)(l),,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
9/11/08,N,N,Y,N,N,Y,N,N,10851,,3056,148(a)(l),,,Y,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
9/13/08,N,N,Y,N,N,N,N,N,Warrants,,Warrants,,,,Y,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
9/15/08,N,N,Y,N,N,Y,N,N,415,,211,12020(a),243(d),,N,Y,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
9/19/08,N,N,Y,N,N,N,N,Y,273.5,,273.5,3056,,,N,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
9/21/08,N,N,Y,N,N,Y,N,Y,415,,236,243(e)(l),l48(a)(l),,Y,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
9/24/08,N,N,Y,N,N,N,N,Y,273.5(a),,273.5(a),422,3056,243(e)(l),N,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
9/24/08,N,N,Y,N,N,N,N,Y,415,,243(b),l48(a)(l),647(t),,N,Y,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
9/25/08,N,N,Y,N,N,N,N,Y,417(a)(l),,417(a)(l),602(aXl),,,N,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
9/25/08,N,N,N,N,N,Y,N,N,22350,,148(a)(l),3056,,,Y,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
9/25/08,N,N,Y,N,N,N,N,N,Mutual,Aid,,777,,,N,N,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,
9/26/08,N,N,Y,N,N,N,N,Y,415,,5150,,,,N,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
9/26/08,N,N,Y,N,N,N,N,N,Susp person,148(a)(l),,,,,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
9/27/08,N,N,Y,N,N,N,N,N,,,,,,,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,
9/29/08,N,N,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,166(a)(4) 415 415,166(a)(4) 148(a)(l) 16028(a),242,,,,N,N,N,N,N,N,Y,Y,Y, 
9/30/08,N,N,Y,N,N,N,N,N,8USC1325,148(a)(l),8USC1325,,,,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
9/30/08,N,N,Y,N,N,N,N,N,60l(a),69,60l(a),,,,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
10/4/08,Y,N,N,N,N,Y,N,N,488,666,148(a)(l),,,,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
10/4/08,N,N,N,N,N,N,N,Y,647(t),647(f),,,,,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
10/8/08,N,N,N,N,N,Y,N,N,22450(a),2800.2(a),23103,,20002,148(a)(l),Y,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,
10/8/08,N,N,Y,N,N,Y,N,N,1085l(a),10851(a),11377(a),,148(a)(l),,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
10/8/08,N,N,Y,N,N,N,N,N,415,647(f),,,,,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
10/9/08,N,N,N,N,N,Y,N,N,602(0),602(0),148(a)(l),,,,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
10/9/08,N,N,Y,N,N,N,N,N,415.1,415.l,148(a)(l),,777,,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
10/10/08,N,N,Y,N,N,N,N,N,415(3),415(3),,,,,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
10/10/08,N,N,Y,N,N,N,N,N,415(3),,,,,,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
10/10/08,N,N,Y,N,N,N,N,415,69,148(a)(l),,777,,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,,
10/11/08,N,N,Y,N,N,N,N,Y,273.5(a),273.5(a),,,,,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
10/13/08,N,N,Y,N,N,N,N,N,273.S(a),273.5(a),,,,,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
10/16/08,N,N,Y,N,N,N,N,N,459,459,69,,,,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
10/17/08,N,N,Y,N,N,N,N,N,415.1,415.1,,,,,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
10/24/08,N,N,Y,N,N,N,N,N,626.8(a)(l),71,626.8(a )( 1),,,,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
10/25/08,N,N,Y,N,N,N,N,Y,23152(a)(b),,23152(a)(b),,,,N,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
10/27/08,N,N,Y,N,N,N,N,N,22350,,22350,,,,N,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
10/31/08,N,N,Y,N,N,N,N,Y,2000l(a),,23153(a)(b),2000l(a),273(a),,Y,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
11/1/08,N,N,Y,N,N,N,N,Y,647(Â£),,647(Â£),849(b),,,N,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
11/1/08,N,N,Y,N,N,N,N,Y,422,,422,243(e)(l),l48(a)(l),,N,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
11/2/08,N,N,Y,N,N,N,N,N,415,,647(Â£),148(a)(l),272(a)(l),,Y,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
11/3/08,N,N,Y,N,N,Y,N,N,488,,l48(a)(l),,,,Y,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
11/4/08,N,N,Y,N,N,N,N,Y,594(b)(l),,594(b)(l),,,,N,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
11/7/08,N,N,Y,N,N,N,N,N,415,,148(a)(l),,,,N,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
11/7/08,N,N,N,N,N,Y,N,N,4000,,69,148(a)(l),,,Y,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
11/8/08,N,N,Y,N,N,Y,N,Y,l,1550(a),,243(b),11550(a),,Y,Y,Y,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,
11/8/08,N,N,N,N,N,N,N,Y,11378,,11378,11379,11370,182(a)(l),N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,
11/15/08,N,N,N,N,N,Y,N,N,415,,243(e)(l),,,,Y,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
11/15/08,N,N,Y,N,N,N,N,N,415,,148(a)(l),,,,N,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
11/15/08,N,N,Y,N,N,N,N,N,Suspperson,,148(a)(l),3056,12556(a),,Y,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
1/22/08,,N,N,Y,N,N,N,N,N,Shots fired,,148(a)(l),415(3),,N,N,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,
1/22/08,N,N,N,N,N,Y,N,N,415,,148(a)(l),242,3056,,Y,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
11/23/08,N,N,N,N,N,Y,N,N,14601,,148(a)(l),14601,l,1377(a),Y,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,
11/25/08,N,N,N,N,N,N,N,Y,5150,,594(b)(2),5150,,,N,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
11/25/08,N,N,Y,N,N,N,N,Y,602.l(a),,602.l(a),148(aXl),647(Â£),,N,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
11/25/08,N,N,Y,N,N,N,N,N,243(e)(l),,211,243(e)(l),148(a)(l),,Y,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
11/26/08,N,N,N,Y,N,N,N,N,459,,459,182(a)(l),,,Y,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
11/27/08,N,N,Y,N,N,N,N,N,23152(a)(b),,23152(a)(b),,,,Y,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
11/28/08,N,N,Y,N,N,N,N,N,602,,148(a)(l),,,,N,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
12/4/08,N,N,N,N,N,Y,N,N,415,,148(a)(l),,,,Y,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
12/4/08,N,N,Y,N,N,N,N,Y,415,,,,,,N,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
12/6/08,Y,N,Y,N,N,Y,N,Y,236,,236,148(a)(l),,,Y,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
12/8/08,N,N,Y,N,N,N,N,Y,Warrant,,148(a)(l),,,,N,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
12/11/08,N,N,N,N,N,Y,N,N,1085l(a),,1085l(a),496(a),148(a)(l),,Y,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
12/13/08,N,N,Y,N,N,N,N,N,602,,148(aXl),1203.2,,,N,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
12/15/08,N,N,Y,N,N,N,N,N,308(a)(2),,148(a)(l),308(a)(2),,,N,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
12/19/08,N,N,Y,N,N,N,N,N,24400,,647(f),,,,N,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
12/20/08,N,N,Y,N,N,N,N,N,Suspperson,,148(a)(l),,,,N,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
12/23/08,N,N,Y,N,N,N,N,N,21202(a),,11359,148(a)(l),777,,N,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
12/23/08,N,N,Y,N,N,N,N,N,314.l,290.018,,,,,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
12/23/08,N,N,Y,N,N,Y,N,N,273.5,,245(a)(l),273.5,148(aXl),,Y,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
12/25/08,N,N,Y,N,N,Y,N,N,415,,647(f),148(a)(l),,,Y,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
12/27/08,N,N,Y,N,N,N,N,N,243(e)(l),,243(e)(l),,,,N,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
12/27/08,N,N,Y,N,N,N,N,N,415,,148(a)(l),,,,Y,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
12/27/08,N,N,Y,N,N,N,N,N,12031,,12031,1203.2,,,N,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
12/27/08,N,N,N,N,N,Y,N,N,l,1350(a),,11350(a),3056,,N,N,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,
1/3/09,N,N,Y,N,N,N,N,N,647(f),647(f) 148(a)(I),,,,,N,N, ,,,,,,,,,,,,,,,,,,,,,,,,,
1/4/09,N,N,Y,N,N,N,N,N,3056,3056 148(a)(l),,,,,N,N, ,,,,,,,,,,,,,,,,,,,,,,,,,
1/4/09,N,N,Y,N,N,N,N,N,602(1),148(a)(l) 3056,,,,,N,N, ,,,,,,,,,,,,,,,,,,,,,,,,,
1/6/09,N,N,Y,N,N,N,N,Y,594(b)(I),647(f) 594(b)(I),,3056,,,N,N, ,,,,,,,,,,,,,,,,,,,,,,,,,
1/7/09,N,N,N,Y,N,N,N,N,N,24252(a),148(a)(l) 273(a),,,,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
1/10/09,N,N,Y,N,N,Y,N,N,12.16B,11377(a) 148(a)(I),,647(h),11378,,Y,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,
1/10/09,N,N,Y,N,N,N,N,Y,243(e)(I),243(e)(l) 148(a)(I),,,,,N,N, ,,,,,,,,,,,,,,,,,,,,,,,,,
1/10/09,N,N,N,Y,N,N,N,N,Y,647(f),647(f) 148(a)(I),,,,Y,N,N, ,,,,,,,,,,,,,,,,,,,,,,,,
1/11/09,N,N,N,Y,N,N,N,N,N,245(b),245(b) 664/211,,12022,3056,N,N,, ,,,,,,,,,,,,,,,,,,,,,,,,
1/11/09,N,N,Y,N,N,N,N,415,14601.1 148(a)(I),,,,,N,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,
1/12/09,N,N,N,Y,N,N,Y,N,Y,14601.l(a),,148(a)(l),,,Y,N,Y,, ,,,,,,,,,,,,,,,,,,,,,,,
1/12/09,N,N,N,Y,N,N,Y,N,N,415.1,415.1,,,,Y,N,N, ,,,,,,,,,,,,,,,,,,,,,,,,
1/13/09,N,N,N,Y,N,N,Y,N,N,415.1,415.1 404,,,,N,N,N, ,,,,,,,,,,,,,,,,,,,,,,,,
1/14/09,N,N,N,Y,N,N,N,N,N,415.1,415.1 148(a)(I),,,,N,N,N, ,,,,,,,,,,,,,,,,,,,,,,,,
1/15/09,N,N,Y,N,N,N,N,Y,Y,4000(a),243(b) 148(a)(l),,12500(a),4000(a),Y,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,
1/16/09,N,N,N,N,N,N,Y,N,Y,12.16B,11377(a) 148(a)(I),,,,V,N,N, ,,,,,,,,,,,,,,,,,,,,,,,,
1/16/09,N,N,N,Y,N,N,N,N,Y,647(f),148(a)(l) 647(f),,,,N,N,N, ,,,,,,,,,,,,,,,,,,,,,,,,
1/17/09,N,N,Y,N,N,N,N,N,415,647(f) 594(b)(l),,3056,,,N,N, ,,,,,,,,,,,,,,,,,,,,,,,,,
1/17/09,N,N,N,Y,N,N,Y,N,Y,415,11550 148(a)(I),,I 1364(a),,Y,N, , ,,,,,,,,,,,,,,,,,,,,,,,,
1/21/09,N,N,Y,N,N,Y,N,Y,5150,,5150,,,,Y,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
1/23/09,N,N,Y,N,N,N,N,N,21703,,148(a)(l),21703,23222(a),,N,Y,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
1/23/09,N,N,Y,N,N,N,N,Y,22350,23152(a)(b),,12500(a),12025(b)(2),12031,Y,N,N,,,,,,,,,,,,,,,,,,,,,,,,,
1/24/09,N,N,Y,N,N,N,N,N,4000(a),,148(a)(l),1203.2,4000(a),,N,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
1/26/09,N,N,Y,N,N,N,N,Y,647(t),,647(t),148(a)(l),,,N,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
1/26/09,N,N,Y,N,N,N,N,N,12.4,,647(t),12.4,,,N,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
1/26/09,N,N,Y,N,N,N,N,N,243(e)(l),,243(e)(l),148(a)(l),,,N,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
1/28/09,N,N,Y,N,N,N,N,N,415,,5150,,,,N,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
1/28/09,N,N,Y,N,N,N,N,Y,245,,187/664,211,182(a)(l),12025,Y,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,
1/28/09,N,N,Y,N,N,N,N,N,5150,,5150,,,,N,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
1/30/09,N,N,Y,N,N,N,N,Y,488,,488,777,243(b),,N,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
1/31/09,N,N,Y,N,N,N,N,N,647(t),,647(t),849(b),,,N,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
1/31/09,N,N,Y,N,N,N,N,Y,647(i),,647(i),777,,,N,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
2/1/09,N,N,Y,N,N,N,N,Y,415(1)(3),,3056,415(1)(3),240,148(a)(l),Y,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
2/2/09,Y,N,N,N,N,Y,N,N,602.l(a),,602.l(a),148(a)(l),,,Y,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
2/2/09,N,N,Y,Y,N,Y,N,N,3056,,3056,,,,Y,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
2/4/09,N,N,Y,N,N,N,N,N,12.16B,,148(a)(l),12.16B,,,Y,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
2/4/09,N,N,Y,N,N,Y,N,Y,415,,148(a)(l),,,,N,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
2/5/09,N,N,Y,N,N,N,N,N,5150,,5150,,,,N,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
2/5/09,N,N,Y,N,N,N,N,Y,1203.2,,11377(a),11366,11364,148(a)(l),N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,
2/6/09,N,N,Y,N,N,Y,N,Y,Suspperson,,148(a)(l),,,,N,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
2/6/09,N,N,N,Y,N,Y,N,N,459,,459,,,,Y,Y,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
2/7/09,N,N,Y,Y,N,Y,N,Y,415,,242,148(a)(l),647(f),,Y,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
2/7/09,N,N,Y,N,N,Y,N,N,23152(a)(b),,23152(a)(b),243(b),,,Y,Y,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
2/7/09,N,N,Y,N,N,N,N,N,Susp person,,647(f),148(a)(l),,,N,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
2/8/09,N,N,Y,N,N,N,N,Y,Susp person,,148(a)(l),148.9,777,,N,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
2/9/09,N,N,Y,N,N,N,N,N,415,,148(a)(l),,,,N,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
2/9/09,N,N,Y,N,N,N,N,Y,273.5(a),,273.5(a),148(a)(l),594(b)(2),,Y,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
2/11/09,N,N,Y,N,N,N,N,N,Â·243.6,,243.6,415.3,148(a)(l),,N,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
2/14/09,N,N,Y,N,N,N,N,N,273.5(a),,273.5(a),236,11364(a),148(a)(l),N,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
2/14/09,N,N,Y,N,N,Y,N,N,24603,,148(a)(l),23222(a),,,Y,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
2/15/09,N,N,Y,N,N,N,N,Y,273.5,,273.5,148(a)(l),,,N,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
2/18/09,N,N,Y,N,N,N,N,Y,415.2,,12.1.3b,,,,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
2/19/09,N,N,Y,N,N,N,N,N,Susp person,,Warrant,,,,N,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
2/22/09,N,N,Y,N,N,N,N,N,422,,422,3056,,,N,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
2/24/09,N,N,Y,N,N,N,N,N,647(f),,647(f),148(a)(l),,,Y,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
2/27/09,N,N,Y,N,N,N,N,Y,Suspperson,,11378,11359,148(a)(l),,N,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
2/28/09,N,N,Y,N,N,N,N,Y,647(f),,647(f),148(a)(l),,,Y,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
2/28/09,N,N,Y,N,N,N,N,Y,5150,,148(a)(l),,,,N,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
3/1/09,N,N,Y,N,N,N,N,N,Warrant,,Warrant,,,,N,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
3/2/09,N,N,Y,N,N,N,N,N,273.5(a),,273.5(a),1203.2(a),,,N,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
3/3/09,N,N,Y,N,N,N,N,N,459,,459,182,,,N,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
3/4/09,N,N,Y,N,N,N,N,N,459,,466,148(a)(l),1203.2,,N,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
3/5/09,N,N,Y,N,N,N,N,N,243.2,,243.2,,,,N,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
3/5/09,N,N,N,N,N,Y,N,N,Warrant,11359,l48(a)(l) 777,,,,N,N, ,,,,,,,,,,,,,,,,,,,,,,,,,
3/7/09,N,N,Y,N,N,N,N,N,23152,23,J52(a)(b) 14601.J(a),l48(a)(l),,,N,N,N, ,,,,,,,,,,,,,,,,,,,,,,,,
3/7/09,N,N,Y,N,N,N,N,Y,5150,148(a)(l),243(b),,,,N,N, ,,,,,,,,,,,,,,,,,,,,,,,,,
3/8/09,N,N,Y,N,N,N,N,N,21801,23l52(a)(b),12500(a) 148(a)(l),,,,N,N, ,,,,,,,,,,,,,,,,,,,,,,,,,
3/13/09,N,N,Y,N,N,Y,N,5150,69,243(b) 148(a)(l),,,,,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,
3/13/09,N,N,Y,N,N,N,N,N,21456(b),148(a)(l),21456(b),,,,N,N, ,,,,,,,,,,,,,,,,,,,,,,,,,
3/13/09,N,N,Y,N,N,Y,N,N,Probation srch,,11359,1203.2(a) 148(a)(l),,,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
3/14/09,N,N,Y,N,N,N,N,Y,602(1),242,602(1) 243(b),,,,N,N, ,,,,,,,,,,,,,,,,,,,,,,,,,
3/14/09,N,N,N,N,N,N,N,Y,Verbal,Fight,,Warrant,,,N,N,N,N, ,,,,,,,,,,,,,,,,,,,,,,,
