Date,Baton,Gun,Hands,K9,OC,Taser,Sage,Suspect Injured,Officer Injured,Day,Month,Year
2007-04-13,0,0,0,1,0,0,0,1,0,13,4,2007
2007-04-13,0,0,1,0,0,0,0,0,0,13,4,2007
2007-04-14,0,0,0,1,0,1,0,1,0,14,4,2007
2007-04-14,1,0,0,0,0,1,0,1,0,14,4,2007
2007-04-26,0,0,0,0,0,1,0,1,0,26,4,2007
2007-04-26,0,0,1,0,0,0,0,0,0,26,4,2007
2007-04-28,0,0,0,1,0,0,1,1,0,28,4,2007
2007-04-28,0,0,0,0,0,0,1,1,0,28,4,2007
2007-04-29,1,0,1,0,0,0,0,1,0,29,4,2007
2007-05-03,0,0,1,0,0,0,0,0,0,3,5,2007
2007-05-05,0,0,1,0,0,0,0,1,0,5,5,2007
2007-05-07,0,0,0,0,0,1,0,1,0,7,5,2007
2007-05-10,0,0,1,0,0,0,0,0,1,10,5,2007
2007-05-12,0,0,1,0,0,0,0,1,0,12,5,2007
2007-05-12,0,0,1,0,0,1,0,1,0,12,5,2007
2007-05-13,0,0,1,0,0,0,0,1,0,13,5,2007
2007-05-13,0,0,1,0,0,0,0,1,0,13,5,2007
2007-05-14,0,0,1,0,0,1,0,1,0,14,5,2007
2007-05-14,0,0,1,0,0,1,0,1,0,14,5,2007
2007-05-21,0,0,0,0,0,1,0,1,0,21,5,2007
2007-05-22,0,0,1,0,0,0,0,1,0,22,5,2007
2007-05-23,0,0,0,0,0,1,0,1,0,23,5,2007
2007-05-24,0,0,1,0,0,0,0,0,0,24,5,2007
2007-05-24,0,0,1,0,0,1,0,0,0,24,5,2007
2007-05-27,0,0,0,0,0,0,0,0,0,27,5,2007
2007-05-28,0,0,0,0,0,0,0,0,0,28,5,2007
2007-05-28,0,0,0,0,0,0,0,0,0,28,5,2007
2007-05-29,0,0,0,0,0,1,0,0,0,29,5,2007
2007-05-31,0,0,0,0,0,0,0,0,0,31,5,2007
2007-05-31,0,0,1,0,0,0,0,0,0,31,5,2007
2007-06-01,0,0,0,1,0,0,0,0,0,1,6,2007
2007-06-05,0,0,0,1,0,0,1,1,0,5,6,2007
2007-06-12,0,0,0,1,0,0,0,1,0,12,6,2007
2007-06-22,0,0,0,1,0,0,0,1,0,22,6,2007
2007-06-23,1,0,1,0,0,0,0,1,0,23,6,2007
2007-06-25,1,0,1,0,0,0,0,1,1,25,6,2007
2007-06-27,0,0,0,1,0,0,0,0,0,27,6,2007
2007-06-27,0,0,0,1,0,0,0,0,0,27,6,2007
2007-06-29,1,0,1,0,0,0,0,1,0,29,6,2007
2007-06-30,0,0,0,0,0,0,1,1,0,30,6,2007
2007-07-01,0,0,0,1,0,0,0,0,0,1,7,2007
2007-07-07,0,0,0,0,0,0,0,0,0,7,7,2007
2007-07-10,0,0,0,1,0,0,0,0,0,10,7,2007
2007-07-19,0,0,0,1,0,0,1,0,0,19,7,2007
2007-07-20,0,0,0,0,0,0,0,0,0,20,7,2007
2007-07-22,0,0,0,1,0,0,0,0,0,22,7,2007
2007-07-25,0,0,1,0,0,0,0,0,0,25,7,2007
2007-07-26,0,0,0,1,0,0,0,0,0,26,7,2007
2007-07-26,0,0,0,0,0,0,1,1,0,26,7,2007
2007-07-26,0,0,0,1,0,0,0,0,0,26,7,2007
2007-07-27,0,0,0,1,0,0,0,0,0,27,7,2007
2007-08-02,0,0,0,1,0,0,0,0,0,2,8,2007
2007-08-04,0,0,0,1,0,0,0,1,0,4,8,2007
2007-08-05,0,0,0,0,0,0,1,1,0,5,8,2007
2007-08-08,1,0,0,0,0,1,0,1,0,8,8,2007
2007-08-08,0,0,0,1,0,0,0,0,0,8,8,2007
2007-08-09,0,0,1,0,0,0,0,0,0,9,8,2007
2007-08-09,0,0,1,0,0,1,0,0,0,9,8,2007
2007-08-10,0,0,1,0,0,0,0,0,0,10,8,2007
2007-08-15,0,0,1,0,0,0,0,0,0,15,8,2007
2007-08-17,0,0,1,0,0,0,0,1,0,17,8,2007
2007-08-17,1,0,0,0,0,0,0,0,0,17,8,2007
2007-08-24,0,0,1,0,0,0,0,1,0,24,8,2007
2007-08-25,0,0,1,0,0,1,0,1,0,25,8,2007
2007-08-25,0,0,0,1,0,0,0,1,1,25,8,2007
2007-08-29,0,0,0,0,0,0,0,0,0,29,8,2007
2007-08-30,0,0,1,0,0,0,0,0,0,30,8,2007
2007-09-01,1,0,1,0,0,1,0,1,0,1,9,2007
2007-09-02,0,0,0,1,0,0,0,1,1,2,9,2007
2007-09-04,0,0,0,1,0,0,0,1,0,4,9,2007
2007-09-05,0,0,1,0,0,0,0,1,0,5,9,2007
2007-09-08,0,0,1,0,0,1,0,1,0,8,9,2007
2007-09-10,0,0,0,0,0,1,0,1,0,10,9,2007
2007-09-12,0,0,0,1,0,0,0,0,0,12,9,2007
2007-09-13,0,0,0,0,0,0,0,0,0,13,9,2007
2007-09-13,0,0,0,0,0,0,0,0,0,13,9,2007
2007-09-14,0,0,0,0,0,0,0,0,0,14,9,2007
2007-09-16,0,0,0,0,0,0,0,0,0,16,9,2007
2007-09-18,0,0,0,0,0,0,0,0,0,18,9,2007
2007-09-18,0,0,0,0,0,0,0,0,0,18,9,2007
2007-09-21,0,0,0,0,0,0,0,0,0,21,9,2007
2007-09-23,0,0,0,0,0,0,0,0,0,23,9,2007
2007-09-27,0,0,1,0,0,0,0,1,0,27,9,2007
2007-09-27,0,0,1,0,0,0,0,0,0,27,9,2007
2007-09-27,0,0,0,0,0,0,0,0,0,27,9,2007
2007-09-28,0,0,0,0,0,0,0,0,0,28,9,2007
2007-10-02,0,0,1,0,0,0,0,0,0,2,10,2007
2007-10-02,0,0,0,0,0,0,0,0,0,2,10,2007
2007-10-07,0,0,0,0,0,0,0,1,0,7,10,2007
2007-10-10,0,0,0,0,0,0,0,0,0,10,10,2007
2007-10-12,0,0,1,0,0,1,0,1,0,12,10,2007
2007-10-13,0,0,0,0,0,1,0,0,0,13,10,2007
2007-10-13,0,0,1,0,0,0,0,1,0,13,10,2007
2007-10-15,0,0,1,0,0,0,0,0,1,15,10,2007
2007-10-18,0,0,1,0,0,0,0,0,1,18,10,2007
2007-10-18,0,0,0,0,0,0,0,0,1,18,10,2007
2007-10-19,0,0,1,0,0,0,0,0,0,19,10,2007
2007-10-25,0,0,0,0,0,1,0,1,0,25,10,2007
2007-10-25,0,0,0,0,0,1,0,0,1,25,10,2007
2007-10-27,0,0,0,0,0,1,0,1,0,27,10,2007
2007-10-28,0,0,0,0,0,1,0,1,0,28,10,2007
2007-11-03,0,0,0,0,0,1,0,0,0,3,11,2007
2007-11-06,0,0,1,0,0,0,0,0,0,6,11,2007
2007-11-08,0,0,1,0,0,0,0,1,0,8,11,2007
2007-11-09,0,0,0,0,0,1,0,1,0,9,11,2007
2007-11-10,0,0,1,0,0,1,0,0,0,10,11,2007
2007-11-16,0,0,1,0,0,1,0,1,0,16,11,2007
2007-11-17,0,0,1,0,0,0,0,1,0,17,11,2007
2007-11-17,0,0,1,0,0,0,0,0,0,17,11,2007
2007-01-07,0,1,0,1,0,0,1,1,1,7,1,2007
2007-11-24,0,0,0,0,0,1,0,1,0,24,11,2007
2007-11-24,0,0,1,0,0,0,0,0,0,24,11,2007
2007-12-01,0,0,1,0,0,0,0,0,0,1,12,2007
2007-12-01,0,0,1,0,0,0,0,0,0,1,12,2007
2007-12-05,0,0,1,0,0,0,0,0,0,5,12,2007
2007-12-06,0,0,0,1,0,0,0,1,0,6,12,2007
2007-12-07,1,0,0,0,0,1,0,0,0,7,12,2007
2007-12-07,0,0,1,0,0,0,0,1,0,7,12,2007
2007-12-19,0,0,1,0,0,0,0,0,0,19,12,2007
2007-12-20,0,0,1,0,0,0,0,0,0,20,12,2007
2007-12-20,0,0,0,0,0,1,0,1,0,20,12,2007
2007-12-21,0,0,1,0,0,0,0,1,1,21,12,2007
2007-12-22,1,0,1,0,0,1,0,1,0,22,12,2007
2007-12-23,0,0,1,0,0,0,0,0,0,23,12,2007
2007-12-24,0,0,1,0,0,0,0,0,0,24,12,2007
2007-12-29,0,0,1,0,0,0,0,0,0,29,12,2007
2007-12-31,0,0,1,0,0,0,0,0,0,31,12,2007
2008-01-01,0,0,1,0,0,1,0,1,0,1,1,2008
2008-01-01,1,0,0,0,1,0,0,1,0,1,1,2008
2008-01-03,0,0,0,0,1,0,0,1,0,3,1,2008
2008-01-03,0,0,0,0,1,0,0,0,0,3,1,2008
2008-01-10,0,0,0,0,1,0,0,1,0,10,1,2008
2008-01-13,0,0,0,0,1,0,0,0,0,13,1,2008
2008-01-17,0,0,1,0,1,0,0,1,0,17,1,2008
2008-01-18,0,0,0,0,1,0,0,0,0,18,1,2008
2008-01-18,0,0,0,0,0,0,0,0,0,18,1,2008
2008-01-18,0,0,0,0,1,1,0,1,0,18,1,2008
2008-01-19,0,0,1,0,1,0,0,0,0,19,1,2008
2008-01-21,0,0,1,1,0,0,0,0,0,21,1,2008
2008-01-22,0,0,0,0,0,1,0,1,0,22,1,2008
2008-01-22,0,0,1,0,0,0,0,1,0,22,1,2008
2008-01-23,0,0,1,0,1,0,0,0,0,23,1,2008
2008-01-26,0,0,0,0,0,1,0,1,0,26,1,2008
2008-01-26,0,0,0,0,1,0,0,1,1,26,1,2008
2008-02-01,1,0,0,1,0,0,0,1,1,1,2,2008
2008-02-01,0,0,1,0,0,0,0,0,0,1,2,2008
2008-02-03,0,0,1,0,0,0,0,0,0,3,2,2008
2008-02-07,0,0,0,0,0,1,0,1,0,7,2,2008
2008-02-09,0,0,1,0,0,1,0,1,0,9,2,2008
2008-02-12,0,0,1,0,0,0,0,1,1,12,2,2008
2008-02-12,0,0,1,0,0,1,0,0,0,12,2,2008
2008-02-14,0,0,1,0,0,0,0,1,0,14,2,2008
2008-02-15,0,0,0,0,0,1,0,1,0,15,2,2008
2008-02-16,0,0,1,0,0,0,0,0,0,16,2,2008
2008-02-16,0,0,1,0,0,1,0,1,0,16,2,2008
2008-02-16,0,0,1,0,0,1,0,1,0,16,2,2008
2008-02-18,1,0,0,1,0,1,0,1,0,18,2,2008
2008-02-20,0,0,1,0,0,0,0,0,0,20,2,2008
2008-02-20,0,0,1,0,0,1,0,1,0,20,2,2008
2008-02-20,0,0,1,0,0,0,0,0,0,20,2,2008
2008-02-22,0,0,1,0,0,0,0,0,0,22,2,2008
2008-02-23,0,0,1,0,0,0,0,0,0,23,2,2008
2008-02-23,0,0,1,0,0,1,0,0,0,23,2,2008
2008-02-25,0,0,1,0,0,0,0,0,0,25,2,2008
2008-02-26,0,0,0,0,0,1,0,1,0,26,2,2008
2008-02-28,0,0,0,0,0,1,0,1,0,28,2,2008
2008-02-29,0,0,1,0,0,0,0,0,0,29,2,2008
2008-02-29,0,0,0,0,0,1,0,1,0,29,2,2008
2008-02-29,0,0,1,0,0,1,0,1,0,29,2,2008
2008-03-05,0,0,0,0,0,1,0,1,0,5,3,2008
2008-03-05,0,0,1,0,0,0,0,0,0,5,3,2008
2008-03-05,0,0,0,0,0,1,0,1,0,5,3,2008
2008-03-07,0,0,1,0,0,1,0,1,0,7,3,2008
2008-03-08,0,0,1,0,0,0,0,0,0,8,3,2008
2008-03-08,0,0,1,0,0,0,0,1,0,8,3,2008
2008-03-09,0,0,1,0,0,0,0,1,0,9,3,2008
2008-03-10,0,0,1,0,0,0,0,0,0,10,3,2008
2008-03-11,0,0,1,0,0,0,0,0,0,11,3,2008
2008-03-11,0,0,1,0,0,0,0,0,0,11,3,2008
2008-03-11,0,0,1,0,0,0,0,0,0,11,3,2008
2008-03-18,1,0,1,0,0,0,0,1,1,18,3,2008
2008-03-20,0,0,1,0,0,1,0,1,0,20,3,2008
2008-03-21,0,0,1,0,0,0,0,1,0,21,3,2008
2008-03-23,0,0,1,0,0,0,0,0,0,23,3,2008
2008-03-23,0,0,0,0,0,1,0,1,0,23,3,2008
2008-03-23,0,0,1,0,0,0,0,1,0,23,3,2008
2008-03-25,0,0,0,1,0,0,0,1,0,25,3,2008
2008-03-25,0,0,0,1,0,0,0,1,0,25,3,2008
2008-03-28,0,0,1,0,0,0,0,0,0,28,3,2008
2008-03-28,0,0,1,0,0,0,1,0,0,28,3,2008
2008-03-28,0,0,1,0,0,0,0,1,0,28,3,2008
2008-03-29,0,0,1,0,0,1,0,0,0,29,3,2008
2008-03-29,0,0,0,0,0,1,0,1,0,29,3,2008
2008-03-29,0,0,0,0,0,1,0,1,0,29,3,2008
2008-04-01,0,0,1,0,0,0,0,0,1,1,4,2008
2008-04-02,0,0,1,0,0,0,0,0,0,2,4,2008
2008-04-05,0,0,1,0,0,0,0,0,0,5,4,2008
2008-04-08,0,0,0,0,0,1,0,1,0,8,4,2008
2008-04-09,0,0,1,0,0,1,0,0,0,9,4,2008
2008-04-12,0,0,1,0,0,1,0,1,0,12,4,2008
2008-04-14,0,0,0,0,0,1,0,1,0,14,4,2008
2008-04-16,0,0,0,0,0,1,0,0,0,16,4,2008
2008-04-17,0,0,1,0,0,0,0,0,0,17,4,2008
2008-04-17,0,0,1,0,0,0,0,0,0,17,4,2008
2008-04-18,0,0,1,0,0,0,0,0,0,18,4,2008
2008-04-20,0,0,1,0,0,0,0,0,0,20,4,2008
2008-04-24,0,0,1,0,0,0,0,0,0,24,4,2008
2008-04-24,0,0,1,0,0,1,0,1,0,24,4,2008
2008-04-29,0,0,0,0,0,1,0,0,0,29,4,2008
2008-04-30,0,0,1,0,0,0,0,1,0,30,4,2008
2008-05-02,0,0,1,0,0,0,0,0,0,2,5,2008
2008-05-02,0,0,1,0,0,1,0,0,0,2,5,2008
2008-05-02,0,0,1,0,0,0,0,0,0,2,5,2008
2008-05-02,0,0,1,0,0,0,0,0,0,2,5,2008
2008-05-07,0,0,1,0,0,0,0,0,0,7,5,2008
2008-05-07,0,0,1,0,0,1,0,1,0,7,5,2008
2008-05-10,0,0,1,0,0,0,0,0,0,10,5,2008
2008-05-10,0,0,1,0,0,0,0,0,0,10,5,2008
2008-05-13,0,1,0,0,0,0,0,0,0,13,5,2008
2008-05-13,0,0,1,0,0,0,0,0,0,13,5,2008
2008-05-13,0,0,0,0,0,1,0,1,0,13,5,2008
2008-05-13,0,0,1,0,0,0,0,0,0,13,5,2008
2008-05-16,0,0,1,0,0,0,0,0,0,16,5,2008
2008-05-24,0,0,1,0,0,0,0,0,0,24,5,2008
2008-05-24,0,0,1,0,0,0,0,1,0,24,5,2008
2008-05-29,0,0,1,0,0,0,0,0,0,29,5,2008
2008-05-29,0,0,1,0,0,0,0,0,0,29,5,2008
2008-06-02,0,0,0,0,0,1,0,1,0,2,6,2008
2008-06-03,0,0,1,0,0,1,0,1,0,3,6,2008
2008-06-05,0,0,1,0,0,1,0,0,0,5,6,2008
2008-06-06,0,0,0,0,0,1,0,1,0,6,6,2008
2008-06-06,0,0,1,0,0,0,0,0,0,6,6,2008
2008-06-07,0,0,1,0,0,0,0,0,1,7,6,2008
2008-06-11,0,0,0,0,0,1,0,1,0,11,6,2008
2008-06-11,0,0,0,1,0,0,1,1,0,11,6,2008
2008-06-12,0,0,1,0,1,0,0,0,1,12,6,2008
2008-06-14,0,0,1,0,0,0,0,0,1,14,6,2008
2008-06-16,0,0,1,0,0,0,0,0,0,16,6,2008
2008-06-19,0,0,1,0,0,0,0,0,1,19,6,2008
2008-06-19,0,0,0,0,0,1,0,1,1,19,6,2008
2008-06-21,0,0,0,0,0,1,0,0,1,21,6,2008
2008-06-21,0,0,0,0,0,1,0,0,1,21,6,2008
2008-06-23,0,0,1,0,0,0,0,0,1,23,6,2008
2008-06-26,0,0,1,0,0,1,0,0,1,26,6,2008
2008-06-26,0,0,1,0,0,1,0,1,1,26,6,2008
2008-06-28,0,0,1,0,0,1,0,0,1,28,6,2008
2008-07-07,0,0,1,0,0,0,0,0,0,7,7,2008
2008-07-09,0,0,0,0,0,1,0,0,1,9,7,2008
2008-07-11,0,0,1,0,0,0,0,0,1,11,7,2008
2008-07-11,0,0,1,0,0,0,0,0,1,11,7,2008
2008-07-12,0,0,0,0,0,1,0,0,1,12,7,2008
2008-07-14,0,0,1,0,0,1,0,0,1,14,7,2008
2008-07-18,0,0,1,0,0,0,0,0,1,18,7,2008
2008-07-21,0,0,0,0,0,1,0,0,1,21,7,2008
2008-07-22,1,0,1,0,0,1,0,0,1,22,7,2008
2008-07-23,0,0,1,0,0,0,0,0,0,23,7,2008
2008-07-25,0,0,1,0,0,0,0,1,0,25,7,2008
2008-07-25,0,0,1,0,0,0,0,1,0,25,7,2008
2008-07-28,0,0,1,0,0,1,0,1,0,28,7,2008
2008-07-30,0,0,1,0,0,0,0,0,0,30,7,2008
2008-07-31,0,0,1,0,0,0,0,1,0,31,7,2008
2008-08-02,0,0,1,0,0,1,0,1,0,2,8,2008
2008-08-03,1,0,0,0,0,1,0,1,0,3,8,2008
2008-08-04,0,0,1,0,0,0,0,0,0,4,8,2008
2008-08-05,0,0,1,0,0,0,0,1,0,5,8,2008
2008-08-09,0,0,1,0,0,0,0,0,0,9,8,2008
2008-08-11,0,0,1,0,0,0,0,0,0,11,8,2008
2008-08-13,0,0,1,0,0,0,0,0,0,13,8,2008
2008-08-13,0,0,0,0,0,1,0,1,0,13,8,2008
2008-08-17,1,0,0,0,0,1,0,1,0,17,8,2008
2008-08-17,0,0,1,0,0,0,0,0,0,17,8,2008
2008-08-21,0,0,0,0,0,1,0,1,0,21,8,2008
2008-08-22,0,0,0,0,0,1,0,1,0,22,8,2008
2008-08-23,0,0,0,0,0,1,0,1,0,23,8,2008
2008-08-25,0,0,1,0,0,0,0,0,0,25,8,2008
2008-08-26,0,0,1,0,0,1,0,0,0,26,8,2008
2008-08-28,0,0,1,0,0,0,0,0,0,28,8,2008
2008-08-29,0,0,1,0,0,0,0,1,0,29,8,2008
2008-08-29,0,0,1,0,0,0,0,0,0,29,8,2008
2008-08-30,0,0,1,0,0,0,0,0,0,30,8,2008
2008-08-30,0,0,1,0,0,0,0,0,0,30,8,2008
2008-08-30,0,0,1,0,0,0,0,0,0,30,8,2008
2008-09-01,0,0,1,0,0,0,0,1,0,1,9,2008
2008-09-02,0,0,1,0,0,0,0,0,0,2,9,2008
2008-09-06,0,0,1,0,0,1,0,1,0,6,9,2008
2008-09-08,0,0,1,0,0,0,0,0,0,8,9,2008
2008-09-10,0,0,1,0,0,0,0,0,0,10,9,2008
2008-09-10,0,0,0,0,0,1,0,0,0,10,9,2008
2008-09-11,0,0,1,0,0,0,0,0,0,11,9,2008
2008-09-11,0,0,1,0,0,1,0,1,0,11,9,2008
2008-09-13,0,0,1,0,0,0,0,1,0,13,9,2008
2008-09-15,0,0,1,0,0,1,0,0,1,15,9,2008
2008-09-19,0,0,1,0,0,0,0,0,0,19,9,2008
2008-09-21,0,0,1,0,0,1,0,1,0,21,9,2008
2008-09-24,0,0,1,0,0,0,0,0,0,24,9,2008
2008-09-24,0,0,1,0,0,0,0,0,1,24,9,2008
2008-09-25,0,0,1,0,0,0,0,0,0,25,9,2008
2008-09-25,0,0,0,0,0,1,0,1,0,25,9,2008
2008-09-25,0,0,1,0,0,0,0,0,0,25,9,2008
2008-09-26,0,0,1,0,0,0,0,0,0,26,9,2008
2008-09-26,0,0,1,0,0,0,0,0,0,26,9,2008
2008-09-27,0,0,1,0,0,0,0,0,0,27,9,2008
2008-09-29,0,0,1,0,0,0,0,0,0,29,9,2008
2008-09-30,0,0,1,0,0,0,0,1,0,30,9,2008
2008-09-30,0,0,1,0,0,0,0,0,0,30,9,2008
2008-10-04,1,0,0,0,0,1,0,1,0,4,10,2008
2008-10-04,0,0,0,0,0,0,0,0,0,4,10,2008
2008-10-08,0,0,0,0,0,1,0,1,0,8,10,2008
2008-10-08,0,0,1,0,0,1,0,1,0,8,10,2008
2008-10-08,0,0,1,0,0,0,0,1,0,8,10,2008
2008-10-09,0,0,0,0,0,1,0,1,0,9,10,2008
2008-10-09,0,0,1,0,0,0,0,0,0,9,10,2008
2008-10-10,0,0,1,0,0,0,0,0,0,10,10,2008
2008-10-10,0,0,1,0,0,0,0,0,0,10,10,2008
2008-10-10,0,0,1,0,0,0,0,0,1,10,10,2008
2008-10-11,0,0,1,0,0,0,0,0,0,11,10,2008
2008-10-13,0,0,1,0,0,0,0,0,0,13,10,2008
2008-10-16,0,0,1,0,0,0,0,0,0,16,10,2008
2008-10-17,0,0,1,0,0,0,0,0,0,17,10,2008
2008-10-24,0,0,1,0,0,0,0,1,0,24,10,2008
2008-10-25,0,0,1,0,0,0,0,0,0,25,10,2008
2008-10-27,0,0,1,0,0,0,0,0,0,27,10,2008
2008-10-31,0,0,1,0,0,0,0,1,0,31,10,2008
2008-11-01,0,0,1,0,0,0,0,0,0,1,11,2008
2008-11-01,0,0,1,0,0,0,0,0,0,1,11,2008
2008-11-02,0,0,1,0,0,0,0,1,0,2,11,2008
2008-11-03,0,0,1,0,0,1,0,1,0,3,11,2008
2008-11-04,0,0,1,0,0,0,0,0,0,4,11,2008
2008-11-07,0,0,1,0,0,0,0,0,0,7,11,2008
2008-11-07,0,0,0,0,0,1,0,1,0,7,11,2008
2008-11-08,0,0,1,0,0,1,0,1,1,8,11,2008
2008-11-08,0,0,0,0,0,0,0,0,0,8,11,2008
2008-11-15,0,0,0,0,0,1,0,1,0,15,11,2008
2008-11-15,0,0,1,0,0,0,0,0,0,15,11,2008
2008-11-15,0,0,1,0,0,0,0,1,0,15,11,2008
2008-01-22,0,0,0,1,0,0,0,0,0,22,1,2008
2008-01-22,0,0,0,0,0,1,0,1,0,22,1,2008
2008-11-23,0,0,0,0,0,1,0,1,0,23,11,2008
2008-11-25,0,0,0,0,0,0,0,0,0,25,11,2008
2008-11-25,0,0,1,0,0,0,0,0,0,25,11,2008
2008-11-25,0,0,1,0,0,0,0,1,0,25,11,2008
2008-11-26,0,0,0,1,0,0,0,1,0,26,11,2008
2008-11-27,0,0,1,0,0,0,0,1,0,27,11,2008
2008-11-28,0,0,1,0,0,0,0,0,0,28,11,2008
2008-12-04,0,0,0,0,0,1,0,1,0,4,12,2008
2008-12-04,0,0,1,0,0,0,0,0,0,4,12,2008
2008-12-06,1,0,1,0,0,1,0,1,0,6,12,2008
2008-12-08,0,0,1,0,0,0,0,0,0,8,12,2008
2008-12-11,0,0,0,0,0,1,0,1,0,11,12,2008
2008-12-13,0,0,1,0,0,0,0,0,0,13,12,2008
2008-12-15,0,0,1,0,0,0,0,0,0,15,12,2008
2008-12-19,0,0,1,0,0,0,0,0,0,19,12,2008
2008-12-20,0,0,1,0,0,0,0,0,0,20,12,2008
2008-12-23,0,0,1,0,0,0,0,0,0,23,12,2008
2008-12-23,0,0,1,0,0,0,0,1,0,23,12,2008
2008-12-23,0,0,1,0,0,1,0,1,0,23,12,2008
2008-12-25,0,0,1,0,0,1,0,1,0,25,12,2008
2008-12-27,0,0,1,0,0,0,0,0,0,27,12,2008
2008-12-27,0,0,1,0,0,0,0,1,0,27,12,2008
2008-12-27,0,0,1,0,0,0,0,0,0,27,12,2008
2008-12-27,0,0,0,0,0,1,0,0,0,27,12,2008
2009-01-03,0,0,1,0,0,0,0,0,0,3,1,2009
2009-01-04,0,0,1,0,0,0,0,0,0,4,1,2009
2009-01-04,0,0,1,0,0,0,0,0,0,4,1,2009
2009-01-06,0,0,1,0,0,0,0,0,0,6,1,2009
2009-01-07,0,0,0,1,0,0,0,0,0,7,1,2009
2009-01-10,0,0,1,0,0,1,0,1,0,10,1,2009
2009-01-10,0,0,1,0,0,0,0,0,0,10,1,2009
2009-01-10,0,0,0,1,0,0,0,1,0,10,1,2009
2009-01-11,0,0,0,1,0,0,0,0,0,11,1,2009
2009-01-11,0,0,1,0,0,0,0,0,0,11,1,2009
2009-01-12,0,0,0,1,0,0,1,1,0,12,1,2009
2009-01-12,0,0,0,1,0,0,1,1,0,12,1,2009
2009-01-13,0,0,0,1,0,0,1,0,0,13,1,2009
2009-01-14,0,0,0,1,0,0,0,0,0,14,1,2009
2009-01-15,0,0,1,0,0,0,0,1,0,15,1,2009
2009-01-16,0,0,0,0,0,1,0,1,0,16,1,2009
2009-01-16,0,0,0,1,0,0,0,0,0,16,1,2009
2009-01-17,0,0,1,0,0,0,0,0,0,17,1,2009
2009-01-17,0,0,0,1,0,0,1,1,0,17,1,2009
2009-01-21,0,0,1,0,0,1,0,1,0,21,1,2009
2009-01-23,0,0,1,0,0,0,0,0,1,23,1,2009
2009-01-23,0,0,1,0,0,0,0,1,0,23,1,2009
2009-01-24,0,0,1,0,0,0,0,0,0,24,1,2009
2009-01-26,0,0,1,0,0,0,0,0,0,26,1,2009
2009-01-26,0,0,1,0,0,0,0,0,0,26,1,2009
2009-01-26,0,0,1,0,0,0,0,0,0,26,1,2009
2009-01-28,0,0,1,0,0,0,0,0,0,28,1,2009
2009-01-28,0,0,1,0,0,0,0,1,0,28,1,2009
2009-01-28,0,0,1,0,0,0,0,0,0,28,1,2009
2009-01-30,0,0,1,0,0,0,0,0,0,30,1,2009
2009-01-31,0,0,1,0,0,0,0,0,0,31,1,2009
2009-01-31,0,0,1,0,0,0,0,0,0,31,1,2009
2009-02-01,0,0,1,0,0,0,0,1,0,1,2,2009
2009-02-02,1,0,0,0,0,1,0,1,0,2,2,2009
2009-02-02,0,0,1,1,0,1,0,1,0,2,2,2009
2009-02-04,0,0,1,0,0,0,0,1,0,4,2,2009
2009-02-04,0,0,1,0,0,1,0,0,0,4,2,2009
2009-02-05,0,0,1,0,0,0,0,0,0,5,2,2009
2009-02-05,0,0,1,0,0,0,0,0,0,5,2,2009
2009-02-06,0,0,1,0,0,1,0,0,0,6,2,2009
2009-02-06,0,0,0,1,0,1,0,1,1,6,2,2009
2009-02-07,0,0,1,1,0,1,0,1,0,7,2,2009
2009-02-07,0,0,1,0,0,1,0,1,1,7,2,2009
2009-02-07,0,0,1,0,0,0,0,0,0,7,2,2009
2009-02-08,0,0,1,0,0,0,0,0,0,8,2,2009
2009-02-09,0,0,1,0,0,0,0,0,0,9,2,2009
2009-02-09,0,0,1,0,0,0,0,1,0,9,2,2009
2009-02-11,0,0,1,0,0,0,0,0,0,11,2,2009
2009-02-14,0,0,1,0,0,0,0,0,0,14,2,2009
2009-02-14,0,0,1,0,0,1,0,1,0,14,2,2009
2009-02-15,0,0,1,0,0,0,0,0,0,15,2,2009
2009-02-18,0,0,1,0,0,0,0,0,0,18,2,2009
2009-02-19,0,0,1,0,0,0,0,0,0,19,2,2009
2009-02-22,0,0,1,0,0,0,0,0,0,22,2,2009
2009-02-24,0,0,1,0,0,0,0,1,0,24,2,2009
2009-02-27,0,0,1,0,0,0,0,0,0,27,2,2009
2009-02-28,0,0,1,0,0,0,0,1,0,28,2,2009
2009-02-28,0,0,1,0,0,0,0,0,0,28,2,2009
2009-03-01,0,0,1,0,0,0,0,0,0,1,3,2009
2009-03-02,0,0,1,0,0,0,0,0,0,2,3,2009
2009-03-03,0,0,1,0,0,0,0,0,0,3,3,2009
2009-03-04,0,0,1,0,0,0,0,0,0,4,3,2009
2009-03-05,0,0,1,0,0,0,0,0,0,5,3,2009
2009-03-05,0,0,0,0,0,1,0,0,0,5,3,2009
2009-03-07,0,0,1,0,0,0,0,0,0,7,3,2009
2009-03-07,0,0,1,0,0,0,0,0,0,7,3,2009
2009-03-08,0,0,1,0,0,0,0,0,0,8,3,2009
2009-03-13,0,0,1,0,0,1,0,1,1,13,3,2009
2009-03-13,0,0,1,0,0,0,0,0,0,13,3,2009
2009-03-13,0,0,1,0,0,1,0,1,0,13,3,2009
2009-03-14,0,0,1,0,0,0,0,0,0,14,3,2009
2009-03-14,0,0,0,0,0,0,0,0,0,14,3,2009
2009-03-16,0,0,1,0,0,0,0,1,0,16,3,2009
2009-03-18,0,0,1,0,0,0,0,0,0,18,3,2009
